outcome.test.score,treatment,school,is.female,mother.attended.secondary.school,father.attened.secondary.school,failed.at.least.one.school.year,family.receives.cash.transfer,has.computer.with.internet.at.home,is.unemployed,has.some.form.of.income,saves.money.for.future.purchases,intention.to.save.index,makes.list.of.expenses.every.month,negotiates.prices.or.payment.methods,fincial.autonomy.index
39.16891479,1,23070218,1,0,0,1,1,0,0,0,0,30,0,1,
53.02934647,1,35045640,1,0,0,0,0,0,0,0,0,72,0,0,50
66.69387054,1,33099936,1,0,0,,1,1,0,0,0,41,0,1,35
44.56262589,0,33104298,1,0,0,0,1,1,0,0,0,40,0,0,31
59.58486557,1,33040150,1,0,0,1,0,0,1,0,0,,0,0,
69.68254089,1,17000386,0,0,1,0,0,1,0,0,0,15,0,0,31
66.61976624,1,35003426,1,0,0,0,0,1,1,1,0,74,0,0,54
78.40036774,0,35903899,1,0,0,0,0,0,1,1,1,74,0,1,60
62.81093216,0,23077883,1,0,,,1,,1,1,1,45,0,1,86
45.07011795,0,33126216,1,0,1,1,0,1,0,0,,,0,,65
64.53378296,1,53008464,0,1,1,1,0,0,0,0,0,20,0,1,46
75.86484528,0,35019549,1,0,0,0,0,0,,,,,,,
56.10853958,0,53012623,1,0,0,0,0,1,0,1,0,43,0,1,41
47.35004425,0,33058180,1,1,0,0,1,1,0,0,0,47,0,1,46
38.97957993,0,35012221,0,1,1,0,0,0,0,0,0,32,0,1,56
60.14852524,1,33092214,0,1,1,0,0,1,0,1,1,42,0,1,50
37.54575729,0,33096694,0,0,0,1,0,0,0,0,0,58,0,1,29
56.69145584,0,35901097,0,0,0,0,0,0,1,1,0,52,0,1,41
46.48373795,0,33104298,0,,1,,0,1,1,1,0,32,0,0,46
75.90988922,0,35907085,0,0,0,0,0,0,0,0,0,52,0,1,69
55.62261963,1,23036273,0,0,0,0,1,1,0,1,0,50,0,0,50
43.11091232,1,35004807,0,0,1,0,0,0,0,0,0,50,0,1,52
40.94659805,0,33038180,1,1,0,1,0,1,0,0,0,22,0,0,-18
29.90846825,1,35013821,,,,,,,1,1,0,30,0,1,31
41.9954071,1,35008308,0,1,1,0,1,0,1,1,0,57,0,1,
29.84498024,1,35010844,0,0,0,0,0,0,1,1,0,46,,0,69
39.03123856,1,17000386,1,1,1,0,0,0,0,0,0,34,0,1,24
35.46405029,0,33015309,0,1,1,1,0,0,0,1,1,70,0,0,60
53.77682877,0,17033993,0,1,1,0,0,0,1,1,0,56,0,1,69
65.40653992,1,35011149,1,0,,0,0,0,0,0,0,30,0,1,43
80.83874512,1,35014278,,,,,,,0,0,1,62,0,0,54
31.95973587,0,35904934,1,1,0,0,0,0,0,1,0,35,0,1,37
50.12653732,0,35925226,1,1,1,0,1,1,0,1,0,35,0,1,41
82.61373138,1,35011757,1,1,1,0,0,0,0,1,0,33,0,1,39
80.18564606,0,33104298,1,1,1,0,0,1,1,1,0,52,1,0,48
61.21965027,0,33089078,1,1,1,1,0,0,0,0,0,66,0,0,-1
80.46239471,1,53003608,0,1,1,0,0,0,0,0,0,58,0,1,48
63.18920517,0,35012130,0,1,0,0,0,1,1,1,1,30,1,0,41
37.87463379,0,23060174,0,0,1,1,1,0,0,1,1,16,0,1,43
63.31351089,0,35901600,1,0,0,0,0,1,0,0,0,72,0,1,67
36.36196899,0,31069469,1,0,0,0,0,1,0,0,0,50,1,,65
54.44862366,1,23025611,1,0,0,0,1,1,0,0,1,61,1,0,58
71.7281189,1,35046772,,,,,,,1,1,0,78,1,1,48
68.83859253,1,23078758,1,0,0,0,1,1,0,1,1,26,0,,69
81.95993042,0,53006984,0,1,1,0,0,0,1,1,0,17,0,1,18
41.221138,0,33030286,0,0,0,0,0,0,1,1,0,100,,1,62
37.52902603,0,23255528,0,1,1,0,0,1,0,1,0,49,0,0,46
62.67253494,0,53014812,0,1,1,1,0,1,0,1,1,50,0,1,52
85.66036987,0,23174986,0,1,1,0,0,0,0,0,1,50,0,0,14
60.72539902,1,33012083,0,0,0,1,0,1,0,1,0,18,0,1,39
82.8709259,1,35009124,0,0,1,0,0,0,1,1,0,74,0,1,60
61.54782104,1,35014266,0,1,1,0,0,0,0,1,0,42,0,1,37
44.37301254,0,53007360,0,0,0,0,1,0,0,0,0,46,0,1,39
58.40374374,1,35905012,0,1,0,0,0,0,0,1,0,26,0,1,50
79.44107056,0,35924003,0,1,0,0,0,0,1,1,0,42,0,0,20
75.590065,1,35010686,0,1,1,0,0,0,0,1,0,27,0,1,
56.31419373,1,35913984,0,0,0,0,0,1,1,1,0,81,0,1,75
52.7036972,1,53006720,0,1,1,1,0,1,0,0,0,64,0,1,41
43.46373367,1,35006312,0,0,0,1,0,1,0,0,0,36,0,1,46
30.70551109,1,33066035,0,0,0,1,0,1,0,0,0,38,0,1,50
52.59540176,1,33044880,,,,,,,1,1,0,38,0,1,41
63.94761276,0,53006984,0,1,1,0,0,0,1,1,0,21,0,1,24
58.57840347,0,35906748,0,0,1,0,1,0,1,1,0,36,0,1,39
63.77840805,0,23071095,0,0,0,0,1,1,0,0,0,28,0,1,33
69.09243011,0,35043916,0,1,1,0,0,1,1,1,0,75,0,1,33
53.37484741,0,33074127,0,0,,1,1,1,0,1,1,64,0,1,82
74.21198273,1,53006070,1,0,0,0,0,0,0,0,,59,0,1,60
42.47207642,0,33018405,1,0,0,1,,1,0,0,0,41,0,1,37
45.83828735,0,53006984,1,0,0,0,0,0,0,1,0,31,1,1,31
74.00086212,0,33102503,1,1,1,0,0,0,0,0,0,54,0,,58
67.33455658,0,23255528,1,1,0,0,0,1,0,0,0,36,0,0,12
57.57576752,0,53011597,1,0,0,0,1,1,0,1,0,,0,0,20
67.44491577,1,23047860,1,0,0,1,1,1,0,1,0,38,0,1,60
76.48243713,0,23264853,0,1,0,0,0,1,0,0,0,64,0,1,41
52.96254349,0,35901118,0,0,0,0,1,1,1,1,1,69,0,1,29
87.57144928,1,23122064,0,1,1,0,0,0,0,1,0,65,0,1,54
70.25611877,0,33041326,0,1,1,1,0,0,1,1,1,53,1,1,46
70.18434143,0,31068454,0,0,0,0,1,0,0,1,0,42,0,1,35
67.66558075,0,23060174,0,0,0,0,0,1,1,1,0,50,0,1,37
63.08492661,0,53011597,1,0,0,1,0,0,0,0,0,76,0,1,54
32.71595764,1,23036273,0,0,0,1,0,0,0,0,0,53,0,0,52
62.07264328,0,53051009,1,0,1,0,0,0,0,1,0,38,0,1,18
68.88227844,1,53068181,0,1,1,0,0,0,0,0,0,81,0,1,29
57.26449966,0,33048517,0,1,1,1,0,0,0,0,0,36,0,0,43
54.35063553,1,35901222,0,0,0,0,1,1,0,1,0,,0,1,
60.70375824,1,35917758,0,1,0,0,0,0,0,0,0,64,0,1,54
60.06933594,1,23136413,0,0,0,0,1,1,1,0,0,28,0,1,75
57.24938202,0,53011597,0,1,1,0,0,0,0,1,0,25,0,1,58
64.33612061,0,33098786,0,0,1,1,0,1,1,1,1,62,0,1,73
74.60762024,1,23060298,1,0,1,0,1,1,0,1,0,57,0,1,73
61.70574951,0,35019604,1,1,1,0,0,0,0,1,1,48,1,1,31
87.07141876,1,35001824,1,1,1,0,0,0,0,1,0,59,0,1,56
51.95985031,0,33015309,0,1,1,0,0,0,0,1,1,81,0,1,90
64.09583282,0,35011666,1,1,1,0,0,1,1,1,1,61,1,1,60
40.57539368,0,53051009,0,1,0,1,0,0,0,0,0,22,0,1,43
38.20647049,1,23036010,0,0,0,0,0,1,0,1,0,,0,1,
46.88593674,1,33010889,1,0,0,1,0,1,1,1,0,58,1,1,58
64.17540741,0,33029660,0,0,0,1,0,1,0,1,0,69,0,0,54
45.49029541,0,35923783,1,0,1,0,1,0,0,0,0,5,0,1,29
74.8181076,0,17024790,1,1,0,0,1,1,1,1,0,81,0,1,67
71.51843262,1,35043345,1,0,0,0,1,0,0,0,0,45,0,0,58
51.1990509,0,53051009,0,1,0,0,0,0,0,0,0,16,0,1,43
72.66294098,0,33104352,1,1,0,0,0,0,0,0,0,6,0,1,16
40.08406067,0,35010923,1,1,1,0,0,0,0,0,0,18,0,0,33
55.29777527,0,35049220,1,0,0,1,0,1,0,0,0,76,0,1,41
67.61521912,1,53068092,1,0,1,1,1,0,1,1,0,23,0,1,62
42.71155548,0,35925184,1,0,0,0,1,0,0,1,0,12,0,0,62
39.56765747,0,33045470,1,1,1,0,0,0,0,0,0,,1,0,41
71.89229584,1,33047324,1,1,1,1,0,0,0,1,0,42,0,0,29
59.24956894,0,53051009,0,1,1,1,0,0,1,1,1,66,0,1,48
75.51903534,0,35047776,1,0,1,0,0,1,0,0,0,43,0,1,35
56.80551147,0,35019800,1,0,0,0,0,0,0,1,0,37,0,1,67
82.26010895,0,33013772,1,0,0,0,0,1,1,1,0,44,0,1,43
63.90166092,1,35923597,1,1,0,0,0,1,0,0,0,63,0,1,60
44.64068604,0,17033993,1,1,1,0,1,1,1,1,1,69,0,1,67
55.7783165,1,33071586,1,0,0,1,0,1,1,1,1,38,1,1,75
47.45778275,1,33038473,1,0,0,0,0,1,0,0,0,31,0,1,54
52.30282974,0,33079374,1,1,1,0,1,0,0,1,0,61,0,0,22
62.11605835,0,23083654,1,1,1,0,1,1,0,0,0,40,0,0,35
55.89123154,0,35925743,1,0,0,,1,,0,0,0,40,0,1,50
66.49211884,1,53011520,0,1,1,0,0,0,0,1,0,46,0,1,31
60.1860466,1,23001011,1,0,0,0,1,1,0,0,0,10,0,0,35
78.26176453,0,35008667,1,0,1,0,0,0,0,1,0,33,0,1,18
77.47016144,1,33022003,1,0,0,0,0,0,1,1,0,51,0,1,67
76.13282013,0,23077387,1,1,0,0,0,1,0,1,0,32,0,1,
60.99718094,1,35001417,1,1,1,0,0,0,0,0,0,50,0,1,48
61.56119537,0,33032360,1,0,1,0,0,0,0,1,0,25,0,0,22
58.37449265,0,53005171,1,1,0,1,0,0,0,0,1,67,0,0,14
48.43939209,1,33044880,,,,,,,1,1,0,53,0,0,27
49.26257706,1,35037254,,,,,,,0,1,1,45,0,1,46
65.31999969,0,23323426,1,0,0,1,1,0,0,1,0,-3,0,1,29
56.75942993,0,23002590,0,1,0,0,0,1,1,1,0,54,0,1,33
60.32806778,1,23064323,0,1,0,0,0,1,0,1,0,,0,1,60
82.61232758,0,23142332,0,0,0,0,0,1,0,1,0,49,0,1,
85.85421753,0,53006739,1,0,0,0,0,1,0,1,0,81,1,1,67
60.32689285,0,23174986,0,0,0,0,0,1,0,0,0,57,0,1,67
61.29722977,1,31068543,1,0,0,0,0,1,0,1,0,70,0,1,48
43.78977585,0,35012130,0,0,0,1,1,1,0,0,0,21,0,0,62
68.16616821,1,33027137,0,1,0,1,1,0,1,1,0,23,0,1,65
74.02250671,0,17026229,1,1,1,0,0,1,0,1,0,25,0,1,33
44.44221878,0,23233885,0,0,0,1,0,1,1,1,1,23,1,1,48
61.58679199,1,35283903,1,0,0,0,0,0,,,,,,,
53.37081528,0,35042171,1,0,0,0,0,1,0,0,0,55,1,0,46
65.01525879,0,53006739,1,0,0,0,1,1,0,0,0,69,0,1,69
46.40621567,0,35904806,1,1,1,0,0,1,1,1,0,52,0,0,58
64.30765533,0,35011927,1,0,0,0,0,1,1,1,0,42,0,1,33
62.49457932,0,23169413,1,0,0,0,0,1,1,1,1,87,0,1,88
92.09565735,1,33103119,1,0,0,0,0,1,0,0,0,87,0,0,65
63.50593948,1,23070218,1,0,0,1,0,1,0,1,0,73,0,1,90
93.72367859,1,33022003,1,0,0,1,0,0,0,1,0,38,0,0,35
74.39400482,0,35049499,1,0,0,1,0,0,1,1,0,37,0,1,16
58.31729507,0,35901600,1,0,0,1,0,0,1,1,0,17,0,0,29
69.29547119,0,35045196,1,0,0,0,1,1,0,1,0,78,0,1,71
57.34788513,0,33033170,1,0,0,0,0,1,1,1,0,44,0,1,50
69.57122803,1,17054060,1,0,0,1,1,1,0,1,0,69,0,1,62
68.63149261,0,53005341,1,1,0,0,0,0,0,1,0,79,0,0,27
51.53147507,1,53006720,0,1,1,0,0,1,1,1,0,72,0,1,52
93.56652832,1,33006571,1,0,0,0,1,1,0,0,0,45,1,1,22
54.13438034,1,35002999,1,1,1,0,0,1,1,1,1,56,0,1,67
48.99150085,1,23162813,1,0,0,1,0,0,1,1,0,34,0,1,69
73.55261993,1,33139156,1,1,1,0,1,0,0,0,1,61,0,0,37
41.65201569,0,35923059,1,0,0,0,1,1,1,1,0,16,0,1,20
67.15752411,1,53006062,1,1,1,0,1,0,1,1,0,56,0,0,43
65.40950012,1,35909907,1,0,0,0,1,0,0,0,1,65,0,0,31
87.47580719,1,35011757,1,1,1,0,0,0,,,,,,,
60.66500473,0,33049980,1,0,0,0,1,1,0,1,0,73,0,1,50
28.38353348,0,35011770,1,0,0,0,0,0,0,0,0,38,0,1,-1
48.60052872,1,23070218,0,0,0,1,0,1,0,0,0,62,1,1,75
45.75748444,1,23070820,0,1,0,1,1,1,0,0,0,,0,1,
48.34926224,0,33014736,0,0,0,0,0,0,1,0,0,69,0,0,31
44.50013351,0,33038228,0,0,1,,1,1,1,1,0,38,0,1,41
27.64091873,1,53006046,0,,,,,,1,1,0,30,0,1,33
32.78755569,0,23077387,0,1,0,0,0,1,1,1,0,,1,1,67
62.35475922,0,17007500,0,1,1,0,0,0,1,1,0,84,0,1,56
40.75733948,0,33013772,0,0,0,0,1,1,0,1,0,66,0,1,52
42.3022728,0,35049220,0,1,1,1,0,0,1,1,0,55,0,1,52
62.16057205,1,33051330,1,1,0,1,0,1,1,1,1,33,1,1,73
37.44922256,1,33085820,1,0,0,0,1,1,,,,,,,
50.22190094,1,17024919,1,0,0,1,1,1,,,,,,,
50.8548851,1,53006046,0,0,0,1,0,0,0,1,0,50,0,1,10
52.7456131,0,35904806,0,1,1,0,0,0,0,0,0,57,0,1,60
56.8515358,1,35002963,1,1,0,0,1,0,0,0,0,43,0,0,46
58.8177948,1,23461667,1,0,0,1,0,1,0,1,0,71,0,1,86
52.7623291,0,35042171,1,0,1,0,1,1,0,1,0,69,0,1,54
33.57983017,0,35005320,1,0,0,1,0,0,0,0,0,41,0,0,-7
45.0376091,0,35042146,0,1,1,0,0,1,1,1,0,-5,0,1,65
70.09899139,1,33009120,0,0,0,0,1,1,1,0,0,90,1,1,73
50.69758606,0,35019859,0,0,0,0,0,1,0,1,0,29,0,0,50
53.76836777,1,33136513,,,,,,,1,1,1,69,0,,75
34.79074478,1,53006046,,,,,,,0,1,0,19,0,0,16
61.44625473,0,17007500,1,0,0,0,0,1,0,1,0,64,0,0,62
69.18390656,0,33106614,1,1,1,0,0,0,0,1,0,93,0,0,88
49.887043,1,17014727,1,0,0,1,1,1,0,0,0,,0,1,86
66.83158112,1,35035993,0,1,0,1,0,0,,,,,,,
49.47319794,1,35004807,0,,1,0,0,0,0,1,0,27,0,1,60
67.59668732,0,33045470,,,,,,,0,1,0,,0,0,65
64.84768677,0,33007306,0,0,1,0,0,1,1,1,0,58,0,1,33
52.42970276,0,23041854,0,0,0,0,1,1,0,0,0,31,0,1,58
39.8874855,0,53014316,1,0,0,,1,0,1,0,0,36,1,1,37
34.37001038,0,23236477,0,0,0,1,0,1,1,0,0,5,0,1,39
45.88948822,0,35906748,0,0,0,0,0,0,1,1,0,60,0,1,69
73.24308777,0,23142332,0,1,1,1,0,0,0,0,0,25,0,0,35
57.95673752,1,33156883,0,0,1,1,0,1,0,0,0,50,0,0,43
52.64164352,0,33110654,1,0,0,1,1,0,1,1,0,55,0,1,79
30.23043823,1,23264616,1,1,0,1,1,1,0,1,0,47,1,1,71
42.25925446,0,53014316,0,0,0,1,1,1,1,1,0,55,1,1,67
52.14865494,1,35907397,1,0,0,0,1,1,0,0,0,26,0,0,52
36.86145401,1,33005478,1,0,0,,1,1,1,1,,,1,,
51.11418533,1,23162406,1,0,0,0,1,1,1,1,1,36,1,1,48
66.78291321,1,23163410,1,0,0,1,1,1,0,0,0,63,0,1,54
62.18397522,1,35038519,1,0,0,0,0,1,0,1,0,41,0,1,52
55.59688568,0,23121459,1,0,0,0,1,1,0,0,0,24,0,1,48
67.70137787,1,35047818,1,1,1,0,0,1,1,1,1,53,0,1,67
62.63973618,0,31068195,,,,,,,0,1,0,72,0,1,79
63.30408478,0,53014316,0,0,1,,0,0,0,1,0,57,0,1,33
76.08200836,0,35011940,1,1,1,0,0,0,0,0,0,53,0,0,56
45.10224152,1,35267983,1,1,0,1,0,1,0,1,0,33,0,0,29
73.85009003,0,33028583,1,0,0,0,0,1,1,1,1,68,0,1,86
40.3732605,1,35284324,,0,0,0,0,1,0,1,0,51,0,1,46
58.81066895,1,23461667,1,0,0,0,1,1,0,0,0,14,1,1,71
67.00778961,1,23264063,1,0,0,0,1,1,0,0,0,75,0,1,69
35.13801956,0,33016070,1,0,0,0,1,1,1,1,0,28,0,1,46
68.06268311,0,23012676,1,0,0,0,1,1,0,1,0,57,1,1,79
55.96870804,0,23169413,1,0,0,0,0,1,1,1,0,41,0,1,43
48.58815384,1,33038023,1,0,0,,0,1,0,1,1,36,0,1,73
47.47541809,0,23060174,0,0,0,0,0,1,1,1,0,57,0,1,50
58.74692917,1,33104204,,,,,,,0,1,1,63,0,1,60
62.28559875,0,31069906,1,0,1,0,1,1,,,,,,,
49.56680298,1,33085773,0,0,0,0,1,0,1,1,0,,0,1,69
42.86793137,0,53014316,1,0,0,1,0,0,0,1,0,,0,1,22
56.53074265,1,31069019,1,0,0,,,,,,,37,,1,52
64.28629303,0,33012393,1,0,0,1,1,1,1,1,0,54,0,1,67
44.19535065,0,35904934,0,0,0,1,0,1,0,1,0,22,0,1,50
68.47073364,0,23234296,1,0,1,0,1,0,0,0,0,55,0,1,43
51.33152771,1,33011311,1,0,,0,1,1,0,0,0,38,0,1,
76.41558075,0,53014316,0,0,0,0,0,1,0,0,0,52,0,1,43
83.24528503,0,23165774,1,1,1,0,0,1,0,1,0,68,0,1,79
67.19988251,1,23461667,1,0,0,0,1,1,0,0,0,70,0,1,62
78.65726471,0,35019896,0,0,0,0,0,1,1,1,0,41,0,1,50
93.98376465,0,23241489,0,1,1,0,0,1,0,1,0,63,0,1,73
58.8409729,1,17047790,0,1,1,0,1,1,0,0,0,73,1,1,75
67.59107208,1,23136413,1,0,0,0,1,1,0,0,0,39,0,1,73
59.26266098,0,33058180,0,1,1,0,1,0,0,0,0,34,0,0,39
60.75243759,0,35040400,0,1,0,0,0,0,1,1,0,42,0,1,33
60.23320007,0,33007306,1,0,0,1,0,1,1,1,0,67,1,1,56
67.47949219,0,17046270,1,1,1,0,0,0,0,0,0,30,0,1,12
56.56595993,0,33011427,1,0,0,1,1,1,0,1,0,61,0,1,82
62.74372101,1,17002648,1,0,0,1,0,1,0,0,0,49,0,0,-9
54.91547012,0,23068710,1,0,0,1,1,1,0,1,1,69,1,1,82
71.90383148,1,23085550,1,0,0,0,0,1,0,1,0,66,0,1,31
67.53762817,0,23323426,1,1,1,0,0,1,0,1,0,56,0,1,58
42.54948044,1,53002598,1,0,0,0,1,1,0,0,0,80,0,1,54
50.38369751,0,53014316,1,0,0,0,0,1,1,1,0,47,0,1,18
36.15031815,1,17019206,1,1,0,0,0,1,1,1,0,56,0,1,8
69.1674118,1,33027137,1,0,0,0,0,1,1,0,0,78,0,1,69
46.54264832,1,33038473,1,0,0,1,0,1,0,0,1,73,0,1,82
28.15179634,1,35283903,1,0,0,0,0,1,1,1,,26,,0,60
68.69429016,1,35039895,1,1,0,0,0,0,0,1,0,26,0,1,71
31.71536064,1,35012300,1,0,0,1,0,0,0,,0,23,0,0,
75.30145264,0,23190884,1,0,0,0,1,1,0,1,0,73,0,1,41
30.8432045,0,53014316,0,1,1,1,1,1,0,1,0,14,0,0,29
62.20875168,1,35019380,1,0,0,0,0,0,1,1,0,27,0,0,8
64.30751038,1,35000673,1,0,1,1,0,0,0,1,0,32,0,0,39
51.2604866,1,53006046,1,0,0,1,0,1,0,0,0,21,0,1,50
68.19155121,1,35014285,,,,,,,0,1,0,73,0,1,29
71.98073578,0,35905471,1,0,0,0,1,0,1,1,0,56,0,1,31
67.1720047,0,35412983,1,1,0,0,0,1,1,1,0,51,0,1,41
47.68037033,0,53014316,0,1,0,0,0,1,1,1,0,11,0,1,60
69.86976624,1,35005903,1,0,0,0,1,0,0,1,1,65,1,1,82
83.65132904,1,53068092,0,1,1,1,0,0,0,1,1,65,0,1,82
45.15942383,1,23186488,1,1,1,0,0,1,0,1,0,46,0,1,33
54.81139755,1,35047200,0,0,0,0,1,1,,,,,,,
47.38128662,0,23065214,0,0,1,0,0,0,0,1,0,34,0,1,37
65.13072205,0,33050791,1,1,1,0,0,0,0,1,0,34,1,1,62
60.50809097,0,53014316,0,0,0,0,1,1,0,1,0,,0,1,71
59.27516937,0,33038228,1,0,1,1,0,1,0,1,0,32,0,1,56
63.04316711,0,23068809,1,0,0,0,1,1,0,0,0,32,0,1,69
37.31159973,0,35039676,0,1,1,1,1,0,1,1,1,41,0,,46
52.22530746,0,35002860,0,1,1,,0,0,1,1,1,19,0,1,48
62.46019745,1,23070382,0,0,0,0,1,1,1,1,0,,0,1,37
50.5245285,0,17026350,,,,,,,0,1,0,50,0,1,37
29.66127777,0,33044899,,,,,,,1,1,0,45,0,1,65
40.30624008,0,35901726,,,,,,,1,1,1,,0,1,65
46.28679276,0,33132879,0,0,0,1,0,0,1,1,0,,0,0,43
79.86338806,1,35046176,0,0,0,0,0,1,1,1,1,23,0,1,31
54.00854874,0,35012191,0,1,1,0,0,0,1,1,0,32,0,1,52
41.84613037,1,53007387,0,1,0,0,0,0,0,1,0,8,0,1,65
48.62791824,1,35917758,0,1,1,1,0,0,0,0,0,44,0,1,33
30.87700081,1,35923503,,0,0,0,0,0,0,0,1,53,0,1,48
56.55515289,0,53006054,0,0,0,0,0,1,0,0,0,87,0,1,39
71.31936646,1,35045640,0,0,0,0,0,0,1,1,1,82,0,1,90
33.2629509,1,53002598,0,0,0,0,0,1,1,0,0,57,1,0,33
49.48456192,0,35924465,0,0,0,0,0,1,0,1,0,70,0,1,18
51.57577133,1,35014072,0,1,1,1,0,0,1,1,0,20,0,1,35
57.34722519,1,33056501,0,0,1,0,0,0,0,1,,54,0,1,
47.49329376,1,33125304,,,,,,,0,1,0,48,0,0,37
36.9394722,0,33132879,0,1,1,1,0,0,1,1,0,,1,1,
53.26762009,1,35907406,0,1,1,,1,0,0,0,0,54,0,1,
46.32881546,1,33085773,0,0,1,1,0,0,1,1,0,26,0,0,58
35.22910309,0,33137846,0,0,0,,,0,1,1,,6,1,,54
96.38578033,1,33022003,0,0,0,0,0,1,0,1,0,37,0,0,41
48.77473068,0,23165618,0,0,0,1,1,1,1,1,1,,0,1,52
29.5552845,1,35039974,0,1,1,0,0,1,0,0,0,,0,1,
35.06070709,0,33132879,0,0,0,0,1,0,0,0,0,7,0,1,33
57.88899612,0,53006054,1,0,0,0,0,1,0,1,0,38,,1,41
82.66772461,1,23163410,0,0,0,0,1,1,0,1,0,90,0,1,69
44.4768219,1,33045062,,,,,,,1,0,0,29,0,1,65
62.47241211,0,33089078,0,1,1,0,0,1,0,0,0,25,0,1,31
73.10779572,1,33038473,0,1,1,1,0,1,0,1,0,66,0,1,62
77.51663971,1,35901192,0,0,0,0,0,0,0,0,0,50,0,1,56
51.97075653,0,35001570,0,0,0,1,0,0,1,1,0,,0,1,
46.45042419,1,35014266,0,1,0,0,0,1,0,0,0,22,0,,52
44.75455475,1,33092265,,,,,,,1,1,1,,1,1,
35.37477112,1,33045062,0,1,1,1,1,,1,1,0,35,0,1,
79.34064484,0,35412983,0,1,1,0,0,0,1,1,0,55,0,1,48
50.54887009,0,35009003,0,1,1,0,0,0,0,0,0,58,0,1,67
42.55337906,0,35014175,0,1,0,1,0,0,1,1,0,61,0,0,37
57.79133224,0,17021553,0,1,1,0,0,0,0,1,0,,0,0,35
36.83610153,0,33046522,0,0,0,,0,1,0,1,0,45,0,0,48
77.81407928,0,33031720,0,0,0,,0,,1,1,1,,1,1,54
59.8286705,0,17021553,0,1,1,0,1,1,1,1,0,62,0,1,50
75.88629913,0,33105219,0,0,0,1,0,1,0,1,0,64,0,1,75
96.81175995,0,53011031,1,1,1,0,0,0,0,1,0,54,0,1,58
63.39764404,0,33048517,1,0,0,0,0,1,0,0,0,36,0,0,50
68.27760315,1,33097224,1,0,0,0,1,1,1,0,0,35,0,1,48
53.81100464,0,17007500,1,1,0,0,1,1,0,0,0,38,0,0,62
66.38785553,1,35014278,1,1,1,0,0,0,0,1,0,35,0,1,24
42.97597504,0,33045496,1,0,0,0,0,0,0,1,0,50,0,1,50
84.0517807,1,23122064,1,1,0,1,1,1,0,1,0,43,0,1,52
38.74818039,1,33071586,0,1,1,0,1,0,1,1,1,21,1,0,54
53.37022781,1,35008312,0,0,0,0,0,0,0,0,0,54,0,0,14
80.9694519,0,53019806,,,,,,,0,1,0,58,0,1,39
52.74171448,1,33002614,0,1,0,1,0,1,1,1,1,69,1,1,88
41.1781311,0,33098808,0,1,1,1,0,0,1,1,1,68,0,1,56
54.38867188,1,53003608,0,0,0,1,0,0,0,1,0,55,0,1,18
38.93810272,0,33027820,0,0,0,1,0,0,0,0,0,15,1,0,65
36.29789352,0,35914769,0,0,0,1,1,0,1,1,0,24,0,1,50
71.64170074,0,17024307,0,1,1,0,0,1,1,1,0,52,0,1,41
36.91635132,0,33016070,0,0,0,1,1,0,1,1,0,20,0,1,
67.09912109,0,33058180,0,0,0,0,1,1,0,1,0,45,0,1,82
74.70493317,1,33014086,0,1,0,0,0,0,0,1,0,6,0,0,8
53.38939285,1,35925068,0,0,0,0,1,1,0,1,0,66,0,1,24
52.80728531,1,33104204,0,0,0,0,0,1,0,1,1,58,0,1,92
43.85297012,0,33092257,,,,,,,0,0,,59,0,,60
64.40825653,0,35046127,0,0,0,1,0,0,0,1,0,46,0,1,52
32.80478287,0,33090823,0,0,0,0,0,0,0,0,0,38,0,1,33
78.5945816,0,23080841,0,1,1,0,0,1,0,1,1,52,0,1,71
64.37167358,0,23264853,0,1,0,1,1,1,1,0,1,,0,1,52
51.46111298,0,35036936,0,0,0,1,0,1,1,1,1,26,0,1,41
43.99343491,1,35925068,0,0,0,0,0,0,1,1,0,41,0,1,24
66.7088089,0,23080841,0,0,0,0,0,1,0,1,1,70,1,1,92
76.71964264,1,31068624,0,0,0,1,1,1,1,1,0,65,0,1,24
47.55417252,0,33044899,,,,,,,0,0,0,37,0,0,41
47.84171295,1,53006070,0,0,1,0,0,1,1,1,0,72,0,1,
81.2111969,1,23025263,1,,,0,0,0,1,1,1,61,0,1,54
48.97893524,0,53006739,1,1,1,0,0,0,0,1,1,38,1,1,73
77.75778198,1,35011459,1,1,1,1,0,0,1,1,0,54,0,1,39
65.77463531,1,33075220,,,,,,,1,1,0,72,0,1,
52.38423538,1,31330566,1,0,0,,0,,0,0,,53,0,1,
64.15392303,0,33047936,1,1,0,0,1,0,0,0,0,61,0,0,50
44.94638062,0,35003001,1,0,0,0,0,1,1,1,0,10,0,1,29
49.24241638,1,33052069,,,,,,,0,0,0,70,0,0,-16
67.22614288,0,23233885,1,0,0,1,0,1,0,0,0,63,0,1,71
67.96960449,1,35011587,1,0,0,1,0,0,1,1,0,37,0,1,
52.21598434,0,17026229,0,1,0,0,0,0,0,1,0,22,0,1,39
67.6242218,0,53008979,1,1,1,0,0,1,0,1,0,65,0,1,58
34.0473671,0,33126216,1,0,0,0,0,0,0,1,0,50,0,0,
45.92297745,1,53006070,0,1,1,0,0,0,0,0,0,22,0,0,67
59.80020905,0,35012221,0,0,1,0,1,0,1,1,0,,0,1,
33.30854797,0,33128235,0,1,1,1,0,0,0,0,0,58,0,0,43
32.34247971,0,33014760,0,0,0,1,0,1,0,0,0,53,0,1,20
37.38001633,0,33085498,0,1,1,1,0,0,1,1,0,21,0,1,60
