outcome.test.score,treatment,school,is.female,mother.attended.secondary.school,father.attened.secondary.school,failed.at.least.one.school.year,family.receives.cash.transfer,has.computer.with.internet.at.home,is.unemployed,has.some.form.of.income,saves.money.for.future.purchases,intention.to.save.index,makes.list.of.expenses.every.month,negotiates.prices.or.payment.methods,fincial.autonomy.index
72.70157623,1,17050294,,,,,,,1,1,0,65,0,1,24
81.48091125,0,23085711,1,1,1,0,1,0,0,1,0,26,0,1,46
46.15242767,0,23169125,1,0,0,1,0,1,0,1,0,23,0,1,52
57.56814194,0,33085498,1,0,1,0,0,0,0,0,0,73,0,1,54
66.64945984,0,35011548,1,0,0,0,1,1,1,1,1,52,1,1,58
69.8640213,1,23064323,1,0,0,1,0,1,0,0,0,53,0,1,41
53.02156067,1,33139156,1,1,1,0,0,1,0,0,0,30,0,0,77
81.69379425,1,53011520,1,0,0,0,1,1,0,1,0,52,0,1,52
60.83472061,1,53008790,1,0,0,0,1,1,1,0,0,16,0,1,73
52.14614868,0,33045070,1,0,0,1,1,,,,,,,,
74.49626923,1,35908460,1,0,1,0,0,1,0,1,0,76,0,1,79
59.45249557,0,35012191,1,1,,0,0,0,0,0,0,24,0,1,58
79.29586792,1,35008758,1,1,1,,0,,1,1,1,78,1,1,73
55.50701904,1,35905012,,,,,,,0,0,0,54,0,1,65
53.85959625,0,35018909,1,1,1,0,0,0,1,1,0,45,0,1,58
62.29524612,1,53006046,,,,,,,0,1,0,40,0,1,58
61.03104782,1,35045640,1,0,0,0,0,1,1,1,0,69,0,1,62
42.68328857,1,33016550,0,1,,1,1,0,1,1,0,65,0,1,50
66.34426117,1,33041776,1,0,0,0,0,1,0,0,0,87,0,1,39
37.22478485,1,33048282,1,1,0,1,,0,0,1,0,29,0,1,46
82.93882751,1,35908460,1,0,0,0,0,1,0,1,0,52,0,1,48
67.49425507,1,35905012,,,,,,,0,1,0,32,,1,22
64.48460388,1,33013160,1,1,,1,1,0,0,0,1,11,1,1,71
37.02655029,0,33045470,1,0,1,1,1,1,0,1,0,26,0,1,31
66.84980774,0,31068454,1,0,0,1,0,1,0,0,0,58,0,1,62
67.73449707,0,23185287,1,0,0,0,0,1,0,0,0,57,0,0,46
58.77994919,0,23083921,1,1,0,0,1,1,0,0,0,41,0,1,79
73.74873352,0,23185287,1,0,0,0,1,1,0,0,0,57,0,1,90
51.3765831,0,33128235,1,1,0,0,0,0,0,0,0,46,1,1,60
64.8073349,1,35907397,,,,,,,1,1,0,62,1,1,79
85.07112122,1,35038830,1,0,0,0,0,1,0,1,0,66,0,0,69
51.26488495,1,35919299,0,1,1,0,1,1,0,0,0,78,0,1,65
54.9939003,1,35007195,1,0,0,0,1,0,1,1,0,28,0,1,46
77.97932434,1,35018089,1,0,0,0,0,0,1,1,0,44,1,1,50
62.43630981,1,35009124,1,0,0,0,0,0,0,1,0,41,0,0,29
66.10797882,1,35901131,1,0,0,0,0,0,0,0,0,78,0,1,43
69.95026398,0,17013453,1,1,0,0,0,1,0,0,0,77,0,1,69
67.233284,0,35011770,0,0,0,0,0,0,1,1,0,4,0,1,71
85.21157074,1,23078707,0,0,0,0,0,0,0,0,0,36,0,0,37
87.262146,1,53006062,0,1,1,0,0,0,0,1,0,62,0,1,73
58.03627777,0,35925184,0,0,0,0,0,0,0,0,0,,0,1,
82.2387619,1,35905012,,,,,,,0,0,0,59,0,0,43
76.73600769,0,35039901,0,0,1,0,0,0,0,1,0,51,0,0,46
37.93051147,0,33090300,1,1,1,0,0,0,0,1,1,,0,1,
73.56735992,1,33003858,1,1,0,1,1,1,0,0,0,48,0,1,43
69.81972504,1,35043539,0,1,1,0,0,0,0,1,0,38,0,1,48
52.62459183,0,35019653,0,1,1,0,1,0,0,1,0,29,0,1,24
70.85329437,0,35001173,0,0,,0,1,1,0,0,0,52,1,1,88
74.10636902,1,35905012,,,,,,,0,0,0,75,1,0,62
55.37945938,0,35019379,0,0,1,0,0,0,0,1,0,45,0,0,39
81.35348511,0,35001247,0,1,1,0,0,0,0,1,0,53,0,1,41
43.14794922,0,35907972,,,,,,,0,0,0,33,0,0,43
41.97561264,1,35909907,0,1,0,0,0,0,0,0,0,54,0,0,27
76.0680542,1,33081743,1,0,1,0,1,1,0,1,0,,0,0,48
87.78913879,1,35905012,,,,,,,1,1,0,46,0,0,67
42.37924957,0,33019681,1,0,0,0,0,0,0,0,0,28,0,1,58
79.83547974,0,33012393,1,0,1,0,0,1,0,1,0,39,0,1,67
50.9985466,1,23047895,1,0,0,1,0,1,0,0,0,15,0,1,41
66.72315216,1,23062703,1,0,0,0,1,1,1,1,1,81,0,1,67
46.791996,0,17018390,1,0,1,0,0,1,0,0,0,48,0,1,69
64.23330688,0,23012676,1,1,0,0,1,1,0,0,0,75,0,1,46
55.61398315,1,33058750,1,1,1,0,0,1,0,1,0,31,0,0,46
71.37798309,0,17026229,1,0,0,0,0,1,0,1,0,43,0,1,48
74.93486786,1,35905012,,,,,,,0,1,0,35,1,1,50
65.51509857,0,35901600,1,0,1,0,0,0,1,1,1,53,0,0,29
57.37539291,0,35042122,1,0,0,0,0,1,1,1,1,57,0,1,46
57.53932953,0,23265876,1,0,1,0,1,1,0,0,1,63,0,1,75
63.21373367,0,23083921,1,0,0,1,0,1,1,0,1,52,0,1,71
83.88352966,0,53010019,1,1,1,0,0,0,0,1,0,36,0,1,31
73.76760101,1,35905012,,,,,,,,1,0,34,0,1,12
58.57750702,1,35001028,1,0,0,0,0,0,0,1,0,49,0,0,39
34.07110596,0,35901404,1,1,1,0,1,1,0,1,,70,0,1,69
60.60116577,1,35037096,0,0,0,0,0,0,1,1,0,48,0,1,60
54.60317993,1,17021685,,,,,,,0,0,0,46,0,1,50
50.92394257,0,35002860,1,0,0,0,1,0,1,1,0,61,1,1,
56.79798889,0,33125317,1,1,1,0,1,1,0,1,0,58,0,0,
70.73249054,1,35008758,1,1,0,0,0,0,0,0,0,28,0,1,31
84.71888733,1,23264063,1,1,0,1,0,1,0,0,0,57,0,1,48
66.7640152,1,31330566,,,,,,,0,0,0,48,0,1,35
68.50083923,1,35922900,1,1,1,0,0,0,0,0,0,48,0,1,65
54.60276794,1,17004950,1,1,1,0,0,0,0,1,0,16,0,0,20
59.38009262,0,17013453,1,,1,0,0,0,1,1,0,75,0,1,37
75.84960175,1,33013918,,,,,,,0,0,0,54,0,1,29
64.52400208,1,35044436,1,0,0,0,0,0,0,1,0,86,0,0,62
66.94846344,0,17021502,1,0,0,1,0,1,0,1,0,60,0,1,56
83.83145142,1,35901192,1,1,0,0,0,0,0,1,0,78,1,1,31
65.81750488,1,33026904,1,0,0,0,0,1,0,1,0,,0,1,
78.12452698,1,53003608,1,,0,0,0,0,0,0,0,79,0,0,8
81.76554871,1,35008497,1,0,0,0,0,0,0,1,0,62,0,1,31
52.40703201,0,35012348,0,1,1,0,0,0,0,0,0,57,0,1,39
38.7759819,0,33054339,1,1,0,0,0,0,,1,0,21,0,1,16
38.37734222,0,35011502,1,0,0,1,1,1,1,1,0,12,0,1,
78.67366028,1,23073039,1,1,0,0,0,1,0,1,0,64,0,1,48
67.29562378,1,33042519,1,0,1,0,0,0,0,1,0,48,0,1,54
68.42349243,1,35019458,1,0,0,0,1,1,0,1,0,89,0,0,58
70.01891327,1,23036273,1,1,0,0,1,1,0,0,0,39,0,0,27
84.16226196,0,35907637,1,1,0,0,0,1,0,0,0,67,0,0,
59.68694305,0,35918623,1,1,0,0,0,0,0,0,0,55,0,0,43
63.40979767,0,23041404,1,1,1,0,1,1,0,1,0,61,0,1,48
60.99807358,1,33075220,1,1,0,0,1,1,1,1,1,42,1,1,69
45.34268951,1,35002963,1,0,0,0,0,1,0,0,0,49,0,0,48
35.169487,0,33057737,1,0,0,0,0,1,0,0,0,29,0,0,46
64.42023468,0,53005341,1,1,1,0,1,0,0,1,0,68,0,1,58
64.67086029,0,35905021,,,,,,,0,1,0,44,0,1,71
42.02017212,1,53012097,1,0,1,0,1,0,0,1,0,32,0,0,56
28.33756638,1,33139156,1,0,0,0,0,0,0,0,0,53,0,0,29
100,1,33097046,1,0,0,0,0,1,0,1,0,39,0,1,
42.77011871,1,33126852,1,0,1,1,1,0,0,1,1,67,0,1,77
73.9330368,1,35047818,0,0,1,1,0,0,,1,0,53,1,1,71
74.01128387,1,35019823,1,0,0,0,0,0,1,1,0,79,0,1,46
76.20455933,1,35008312,1,0,0,0,0,0,1,1,0,50,0,1,37
67.24475098,0,35905021,,,,,,,0,0,0,54,0,0,27
56.74782944,0,23255269,1,1,1,0,0,1,0,0,0,27,1,0,48
66.10457611,1,35923597,1,1,1,0,1,0,0,1,0,52,0,1,54
56.07263184,1,33058601,1,0,1,1,1,1,,1,0,30,0,1,62
80.28125763,1,35004807,1,1,0,0,0,0,0,1,0,,0,0,
52.86065674,0,33027820,1,0,0,1,0,0,1,1,0,,0,1,65
82.5182724,0,23012676,1,0,0,0,0,0,0,0,0,44,0,1,41
71.96040344,0,31069507,1,1,0,1,0,1,,1,0,28,0,1,37
79.23868561,0,23264853,1,1,1,0,0,0,0,1,0,44,0,0,27
81.44364166,0,23163402,1,1,0,0,1,1,0,0,0,33,0,0,20
42.55072784,1,35905148,,,,,,,1,1,0,88,0,1,62
51.88819504,0,53011597,1,0,0,0,0,1,1,1,0,33,0,0,35
44.96255493,0,33132879,1,1,1,0,0,0,1,1,0,58,0,1,77
53.88909531,1,23064323,1,0,0,0,1,1,0,0,0,44,1,1,39
43.7163353,0,33050791,1,0,0,0,0,0,0,0,0,50,0,0,24
39.94025421,0,35904934,1,0,0,0,1,1,1,1,0,16,0,1,29
61.45119858,1,35908460,0,1,1,0,0,1,0,0,0,27,0,0,62
52.19224548,1,33072310,1,0,0,0,0,0,0,1,,21,,0,50
87.06033325,0,35012129,1,1,1,0,0,0,1,1,0,53,0,1,52
56.58276367,0,35905471,,,,,,,0,1,1,88,1,1,92
70.67284393,1,23072067,0,1,1,0,1,0,0,1,0,56,0,1,46
52.5433197,0,23255269,1,1,1,1,0,1,0,0,0,25,0,1,10
69.93769836,1,17014646,1,0,0,1,1,1,0,0,0,,0,1,60
61.69243622,1,23132507,1,0,0,0,1,1,1,1,0,54,0,1,18
36.05400085,1,33040150,1,0,0,0,1,0,0,0,0,57,0,0,50
77.80523682,1,35001417,1,0,0,0,1,0,0,0,0,73,0,1,35
57.92401123,0,33045070,1,0,,1,0,0,1,1,1,69,1,1,71
37.38907623,0,35906591,,,,,,,0,0,0,42,0,0,39
51.66778946,1,23070218,1,0,0,0,1,0,0,0,1,72,1,1,62
65.98981476,1,23320214,,,,,,,0,1,0,69,0,1,82
51.2742424,1,33106630,1,0,0,0,1,0,0,1,0,42,0,0,33
31.4096508,0,33018405,1,0,0,1,0,0,1,1,0,,0,0,
53.43851089,0,33110654,1,0,1,1,0,0,0,0,1,36,0,0,67
55.59469986,1,33092265,1,1,1,1,0,1,0,1,1,60,0,1,58
79.22438812,0,35001173,1,1,1,0,0,0,0,0,0,70,0,1,41
64.42050171,0,17026229,,,,,,,1,1,1,56,0,1,94
51.0184288,1,53002610,1,1,0,0,1,1,0,1,0,63,1,0,60
62.90585709,0,35906591,,,,,,,0,0,0,66,0,1,62
58.87748337,1,33004226,1,0,0,0,0,0,,,,,,,
40.28442001,0,23100133,1,0,0,0,0,1,1,1,0,,0,1,
49.3725853,1,17050294,1,1,0,0,0,1,1,1,1,52,1,1,39
91.52127838,1,17054060,,,,,,,1,1,0,59,1,1,56
79.79631805,1,53005465,1,1,1,0,0,0,0,1,0,77,0,1,52
59.78601837,1,23136413,1,1,1,0,1,0,0,0,0,11,0,1,69
48.23436737,0,35906591,1,0,0,0,0,1,1,1,0,40,0,0,50
52.70660019,0,33006458,1,0,1,1,0,1,0,1,0,57,0,1,75
63.06482315,1,23071354,1,0,1,0,0,1,0,0,0,,0,1,46
43.51727676,0,33048517,1,0,0,1,0,1,0,0,0,33,0,1,54
65.97764587,1,35014217,1,1,1,1,0,0,0,1,0,66,0,0,22
53.99413681,0,23012676,0,0,0,0,1,1,1,1,1,50,0,1,52
78.50980377,0,23002590,1,0,0,0,1,1,0,1,0,40,0,1,27
84.96556854,1,23047860,,,,,,,0,0,0,54,0,1,50
50.26971436,1,53006046,1,1,1,0,1,1,0,0,0,59,0,1,54
66.02975464,1,53006062,1,1,0,0,1,0,0,1,0,36,0,1,46
72.76662445,0,17019176,1,0,1,0,0,1,0,0,0,64,0,1,56
45.98467636,0,33011427,1,0,0,0,1,1,0,0,0,31,0,1,73
33.64569473,1,33075212,,,,,,,1,1,0,65,0,1,71
58.21589279,0,33050805,1,0,0,0,0,1,0,0,0,49,0,1,62
61.62236404,0,35918623,1,0,0,0,0,0,0,1,0,63,0,0,16
35.40201569,0,23234296,1,1,1,1,1,1,0,1,1,32,0,1,
75.32479095,1,35920435,0,0,0,0,1,1,1,1,0,54,1,1,50
68.59794617,1,35011824,1,1,1,0,0,0,0,0,0,53,0,0,52
51.86683273,1,33020140,1,0,0,0,0,1,1,1,0,39,1,1,43
29.94430351,0,35906748,,,,,,,1,1,0,45,0,1,
86.81390381,1,33099243,,,,,,,0,0,0,51,0,0,
72.46909332,0,33013837,1,1,0,,0,0,0,1,0,34,1,1,67
60.23638153,1,35008035,1,0,0,0,0,0,0,1,0,73,0,1,73
69.477211,0,35042146,1,0,0,0,0,1,0,1,1,53,1,0,60
72.94611359,1,17004950,1,1,0,0,0,0,1,1,0,49,0,1,54
74.68540192,0,35036936,1,0,1,0,0,1,0,0,0,57,0,1,22
47.30719757,0,33038180,1,0,0,0,1,1,0,0,0,34,0,1,46
70.51009369,1,35019434,1,0,0,0,0,0,0,1,0,58,0,1,37
41.61019897,0,35906748,,,,,,,0,0,0,14,0,1,52
46.0630188,1,35001417,1,0,0,1,0,1,0,0,0,42,0,,54
68.83034515,1,35001028,1,1,1,0,0,0,0,0,0,42,0,0,56
56.69853592,0,17026229,1,0,0,0,0,0,0,0,0,74,0,1,71
69.72441864,1,53002610,1,0,0,0,0,0,0,1,0,69,0,1,77
57.95175171,1,33077100,1,1,0,0,1,1,0,0,0,35,0,0,37
61.67491531,1,23072024,1,1,1,0,0,1,0,1,0,13,0,,52
57.1084938,1,35047818,1,1,1,0,0,0,1,1,1,89,1,1,77
58.9432869,1,35010686,1,0,0,0,0,0,1,1,0,35,0,0,33
74.56917572,0,35018284,1,0,0,0,0,0,0,0,0,84,0,1,65
77.60610962,0,31338800,1,0,1,0,0,0,0,1,0,34,0,1,35
79.57466888,0,35011952,,,,,,,0,0,0,,0,1,77
65.16989136,1,35014072,1,0,0,0,0,1,0,1,0,19,0,1,41
55.66056442,1,35267983,1,0,1,0,1,1,1,1,0,33,0,1,3
71.78903198,0,17012104,0,1,0,0,1,1,1,1,0,10,0,1,58
69.03521729,0,35921737,1,1,1,0,0,0,1,1,0,62,0,0,50
62.84260178,0,33039569,1,0,0,1,0,1,1,1,0,12,0,0,29
54.53159714,1,35012051,0,0,1,,0,,0,0,0,58,0,1,69
60.54584503,0,33006458,1,0,1,0,0,1,0,0,0,65,0,1,56
75.19095612,0,35011794,,,,,,,0,0,0,54,0,0,54
41.57103729,0,17019176,1,0,0,0,0,1,0,0,0,40,0,1,8
71.57572174,1,35039895,1,0,0,0,1,1,0,1,0,65,0,1,39
67.95856476,1,53012097,1,0,0,0,0,0,1,1,1,25,1,1,65
53.53761292,1,35909907,1,1,0,0,1,1,1,1,0,32,0,1,43
46.50273895,1,23068566,1,1,1,0,0,0,1,1,,47,,,48
74.26534271,0,33132879,,,,,,,0,1,1,,0,1,
73.04125977,1,35008035,1,0,0,0,0,1,0,0,0,66,1,1,50
75.50411224,1,35005903,,,,,,,0,1,0,57,0,1,33
64.21412659,0,35049499,1,1,1,0,0,0,0,1,0,52,0,0,52
54.7989502,1,35019434,1,0,0,0,0,0,0,1,1,68,0,1,69
55.91595078,0,23165618,1,1,0,1,1,1,0,0,0,40,0,1,46
67.5613327,0,23163402,1,1,1,0,1,1,0,0,0,84,0,1,52
60.2189064,1,53003578,1,0,0,0,0,0,0,1,0,30,0,0,1
70.03803253,1,35901192,1,1,1,0,0,0,0,0,0,46,0,0,50
75.71705627,0,35011812,1,1,1,0,0,0,1,1,0,45,0,1,43
78.16811371,1,35038519,1,1,1,0,0,0,0,0,0,65,0,0,3
31.43919563,0,53007360,1,0,1,1,0,1,0,1,1,44,,,54
59.34337616,1,17047790,1,0,1,0,1,1,1,1,0,56,0,1,73
57.26643753,1,35005903,1,0,0,0,1,1,0,1,0,38,0,1,58
62.76528931,1,53008146,1,1,1,1,0,0,0,0,0,69,0,1,5
28.6983757,1,35065535,1,0,0,0,0,1,0,0,0,14,0,1,27
81.68584442,1,35008497,1,0,0,0,0,1,1,1,0,53,0,1,46
41.3280983,0,23135905,0,1,0,0,1,1,0,0,0,37,0,1,56
67.40171051,0,23083921,1,1,0,1,1,1,1,1,0,,0,,56
76.0916748,1,17007496,1,1,1,0,0,1,0,1,0,42,0,1,69
65.85733032,0,23002590,1,0,1,0,1,1,0,1,0,,0,1,
75.91871643,1,33054177,0,0,1,0,0,1,0,1,0,59,0,1,52
47.69165802,0,33054339,1,1,0,0,0,0,1,1,0,2,0,0,12
54.06706619,1,17014727,0,1,1,1,1,1,1,1,1,,0,1,69
70.50242615,1,53011996,1,1,1,0,0,0,0,1,0,85,0,1,39
61.40685654,1,33053910,1,0,1,0,0,0,1,1,0,15,0,0,18
43.68824005,1,33098794,1,0,0,0,1,0,0,0,0,74,0,0,75
78.44048309,0,53012623,1,1,1,0,0,0,0,1,0,65,0,1,50
48.76618576,1,35002148,1,1,1,0,1,0,0,1,0,23,0,0,43
41.08731461,1,33139156,1,1,1,1,0,0,0,0,0,51,0,1,58
61.19451904,0,53011031,1,0,0,0,0,1,0,0,0,,0,1,8
71.64535522,1,17024919,1,0,0,1,1,1,0,0,1,46,0,1,75
49.49302292,1,53002598,1,1,0,1,0,0,1,1,0,46,0,1,77
72.03863525,0,35412983,1,1,0,1,0,1,0,1,0,,0,1,58
72.0506897,1,17005060,1,1,1,1,0,0,0,1,,60,0,1,56
50.3803978,0,53009479,1,0,0,0,0,0,1,1,0,48,0,1,52
72.38617706,0,17046270,1,1,0,0,0,1,0,1,1,62,0,1,73
34.79490662,1,17021685,,,,,,,1,,0,30,0,1,33
32.64415741,0,33018405,,,,,,,0,0,0,46,0,1,65
67.44068146,1,23072067,0,1,0,0,0,1,0,1,0,48,0,1,67
58.64628983,0,23188545,1,1,1,0,0,0,0,0,0,49,0,1,82
44.67707825,1,35921749,1,0,1,1,1,1,1,1,0,26,0,0,33
77.14004517,1,53004981,,,,,,,,1,0,55,1,1,58
62.31287003,0,35001173,0,1,1,0,0,0,1,1,1,58,0,1,69
57.8310051,1,35046772,0,1,0,0,0,0,,,,,,,
48.70784378,1,53006070,1,1,0,0,0,0,0,0,0,62,0,1,52
77.01973724,1,23085568,0,1,1,0,0,0,0,1,1,76,0,1,84
67.06498718,1,17021685,0,1,1,1,0,0,1,1,0,34,0,1,39
42.84167099,1,35006312,0,1,1,0,1,0,1,1,0,37,0,1,56
34.63684845,0,33018430,0,0,0,0,0,0,0,0,0,38,0,1,62
60.99223709,0,35010923,0,1,1,0,0,1,0,1,0,54,0,0,16
41.5177536,0,35012191,0,1,1,0,0,0,0,1,0,11,0,0,37
87.40337372,1,35901805,0,0,1,0,0,0,1,1,1,75,0,1,67
61.69922256,0,31068454,0,1,0,0,0,0,1,0,0,37,0,1,18
60.96354294,1,35047818,0,1,0,0,0,0,1,1,1,82,0,1,60
53.4098587,0,17018390,0,1,0,0,1,1,0,1,0,22,0,1,41
67.47793579,0,33032360,0,1,1,0,0,0,1,1,0,42,0,0,16
57.50846481,1,35914708,0,1,1,0,0,0,1,1,0,39,0,1,37
62.85747147,0,35920630,0,1,1,0,0,0,0,0,0,67,0,1,52
56.52446747,1,23068566,0,1,0,0,0,0,0,1,0,,0,1,48
57.5566597,0,17033993,0,1,0,1,0,0,0,0,0,43,0,1,31
45.26616669,0,33106584,0,1,1,0,0,0,0,1,0,65,0,1,43
43.12601471,0,17050715,0,1,1,0,0,1,0,1,0,50,0,1,56
28.65249825,1,35049189,0,1,1,1,0,0,1,1,0,30,0,1,27
76.82336426,1,53002482,0,1,0,1,0,0,0,1,0,63,0,1,35
70.89599609,1,35041634,0,0,0,0,0,0,1,1,0,52,0,1,37
40.42602921,0,17024790,0,0,1,1,0,0,0,1,0,37,0,1,79
84.56694031,1,23136413,0,1,1,0,0,0,0,1,0,50,0,1,41
57.90810013,1,35019690,0,0,0,,0,,1,1,1,54,0,1,58
54.34937668,1,35010686,0,0,0,0,0,1,1,1,0,66,0,1,58
79.06649017,1,23047860,0,1,0,0,1,1,0,1,0,48,0,1,54
47.60280609,0,17050715,0,1,1,0,0,0,0,0,0,40,0,1,29
56.43772507,1,33046573,1,1,0,0,1,1,0,0,0,64,0,1,60
72.77116394,1,33046573,1,1,1,0,0,0,0,1,0,57,0,1,48
59.56837082,0,23265795,1,0,0,0,0,1,1,0,0,20,0,1,43
68.49932861,1,31068021,0,1,1,0,0,0,0,1,0,65,0,1,71
48.41884995,0,23121459,1,1,1,0,0,1,0,1,0,64,0,1,58
76.33836365,0,23077883,1,0,0,0,0,0,0,1,0,57,0,1,73
74.91966248,0,31069507,1,0,0,0,1,1,0,0,0,49,0,1,39
74.10534668,0,23163402,1,1,1,0,1,0,0,1,0,52,0,1,48
54.67671204,0,35042122,1,0,0,0,0,1,0,0,0,43,1,1,86
62.46424484,0,33018332,1,0,0,0,0,1,0,0,0,79,0,1,69
57.70560074,0,17007500,,,,,,,0,1,0,,0,1,48
65.60878754,1,53006720,1,0,0,1,0,1,0,1,0,18,0,0,-1
81.60747528,1,53004981,1,0,0,0,0,1,0,0,0,55,0,1,46
54.70286942,1,35909816,,,,,,,1,1,,69,0,1,84
70.27414703,1,23002468,1,0,0,0,1,1,0,1,1,51,0,1,65
66.74910736,1,23073039,0,0,0,1,0,0,1,1,0,64,0,1,
34.68719864,0,31069906,0,0,1,0,1,1,0,0,0,,0,1,
55.77973938,1,35047818,0,0,1,1,0,0,1,1,0,26,0,1,
52.12823105,0,35012348,0,0,0,0,0,0,0,0,0,44,0,1,67
54.53894424,0,35904934,0,0,0,1,0,0,1,1,0,61,0,1,46
80.95016479,0,17050715,0,0,0,0,0,1,0,0,0,64,0,1,58
71.17584991,0,53008979,1,1,0,1,1,1,1,1,0,70,1,1,82
59.54712296,1,35011782,1,0,0,0,,0,0,0,0,59,0,1,46
55.94005585,0,33106614,1,1,1,0,0,0,0,0,0,72,0,0,52
39.35785294,1,23062703,1,1,0,1,1,1,0,0,0,53,1,1,60
76.08731842,1,33103968,1,1,1,0,0,1,0,1,0,87,0,1,54
72.97720337,1,53002482,0,1,1,0,0,0,0,0,0,63,0,1,41
48.45371628,1,17007496,1,0,0,0,0,0,0,1,0,29,0,1,29
71.55384827,0,17021553,1,1,1,0,0,0,0,0,0,73,0,1,69
60.20015335,0,33106584,1,1,1,0,0,1,0,1,0,41,0,0,46
32.95307541,0,23067268,1,1,1,0,0,1,0,1,0,46,0,1,65
61.35897064,1,33058601,1,1,1,1,0,0,0,0,0,27,0,0,18
55.43999863,0,33050554,1,1,1,0,0,1,,,,,,,
62.76090622,0,35049141,0,0,0,0,0,1,1,1,1,,1,1,84
41.47599411,0,23035684,0,0,0,1,1,1,0,1,0,36,0,1,56
60.27982712,1,33004943,0,0,0,0,0,1,1,1,1,56,1,1,69
61.77693558,0,35905471,0,0,0,1,1,1,0,0,0,,0,1,52
36.97270966,0,33137846,1,0,0,0,1,1,0,1,0,29,0,1,
82.91740417,1,35012359,0,0,0,1,0,0,1,1,1,30,0,1,69
46.5831337,1,23085568,0,1,1,0,0,1,0,0,1,18,0,1,71
32.9286499,0,53011031,0,0,0,1,0,1,0,0,0,48,0,1,46
49.70540619,0,23100311,0,0,0,0,0,0,0,1,0,21,0,1,67
56.4252739,1,35005903,0,0,1,1,1,1,1,1,0,50,0,1,50
53.88158798,0,33011427,0,0,0,1,0,1,0,0,0,32,0,1,67
38.16119003,0,31069906,0,0,0,1,0,1,0,0,0,38,0,0,33
73.21235657,0,35923588,0,1,1,0,0,0,0,0,0,37,0,1,31
64.17141724,1,33039186,0,1,1,1,0,1,1,1,1,72,0,1,88
50.76361084,1,31322539,0,0,0,1,0,0,1,1,0,39,0,1,48
64.45314026,1,35907352,,,,,,,0,1,0,41,0,1,46
47.45783997,0,33017522,0,0,0,1,0,1,0,1,0,60,0,0,39
38.15459442,0,33085749,1,1,1,1,1,0,0,0,1,35,1,1,71
35.15514755,0,35925056,0,0,0,0,0,1,1,1,1,42,1,1,62
76.8741684,1,23002468,0,0,0,0,0,0,1,1,0,70,0,0,43
32.15720749,1,33026904,0,0,0,1,0,1,0,0,1,,1,1,54
68.81022644,0,31322547,0,0,1,1,1,1,1,1,0,54,0,0,33
56.88454056,0,17013453,0,1,1,0,0,1,1,1,0,35,0,1,20
49.05432892,0,33074127,0,1,1,1,0,1,1,1,0,63,0,1,58
57.43912888,0,35019549,0,1,0,0,0,0,0,1,1,44,0,0,54
54.88277435,1,35903073,0,1,0,0,0,1,0,0,0,55,0,1,41
70.55427551,1,35002203,0,1,1,0,0,0,,,,,,,
51.8866272,1,35043539,0,1,0,1,0,1,0,1,0,27,0,1,50
67.05501556,0,33014736,1,1,0,0,0,0,0,0,0,57,0,1,37
46.15467072,0,35906748,0,0,0,1,1,1,1,1,1,81,1,1,46
85.17494202,0,35008667,1,1,1,0,0,0,0,0,0,69,0,1,73
65.48028564,0,33038040,0,1,0,0,0,0,0,0,0,60,0,0,29
52.81369019,1,23036273,1,1,0,0,1,1,0,1,0,63,1,1,73
53.67624283,1,33047324,1,1,1,0,0,0,,,,,,,
54.57886887,0,33038724,0,1,0,1,0,0,0,0,0,62,0,1,75
41.66109085,1,33017786,0,0,0,1,0,1,1,0,1,11,0,1,62
56.64758682,0,35049499,0,1,,0,0,0,0,0,0,100,0,1,54
54.22325134,0,33038040,0,0,0,0,0,1,0,0,0,65,0,1,50
75.38389587,1,33041776,1,0,0,0,0,1,0,0,0,72,0,1,90
62.46120834,1,35012063,,,,,,,0,0,0,,0,1,69
86.65317535,0,35269335,1,0,1,0,0,1,0,1,0,58,0,1,75
68.60636139,1,35011782,1,0,0,0,0,1,1,1,0,32,0,1,16
63.90947342,0,35038775,1,0,0,1,0,0,1,1,1,57,1,0,24
58.83094406,0,35047776,0,0,1,0,0,1,1,1,0,47,0,1,35
45.83737946,1,17052050,1,0,0,0,1,1,1,1,0,70,0,1,77
59.29283524,0,33038228,1,0,0,0,0,1,0,0,0,48,0,1,33
61.76865005,1,23036010,1,0,0,0,1,1,0,0,0,68,0,0,8
54.30694199,1,35907397,,,,,,,1,1,0,31,1,0,52
70.36090851,1,35001417,,,,,,,1,0,0,60,0,1,37
56.85539246,0,33104352,1,1,0,1,0,0,0,0,0,45,0,1,62
60.53273773,1,33097224,1,1,0,0,0,0,0,1,0,16,0,1,29
68.4800415,1,35037084,1,0,0,0,0,0,0,1,0,64,0,1,58
57.09308243,1,35037217,1,1,0,0,0,0,0,0,0,51,0,0,41
63.2387619,0,23068809,1,0,0,0,1,1,0,0,1,72,0,1,90
57.97554779,0,35046097,1,,,,,,0,1,0,46,0,1,29
79.69324493,1,35907406,,,,,,,0,1,0,53,0,0,29
64.65497589,0,33038180,1,0,0,0,1,1,0,0,0,2,0,0,62
92.36294556,0,35036031,1,1,1,0,0,0,1,1,0,76,0,1,56
41.49169922,1,53006070,1,1,1,0,0,0,0,0,0,26,0,1,14
87.34085083,1,23047860,1,1,1,0,1,1,0,1,0,59,0,0,43
48.03972626,0,35041737,1,0,0,0,1,1,0,0,0,65,0,1,67
